Cell lines	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1419	HCC1428	HCC1569	HCC1806	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
EA_G__PPFIBP2	6.5176	5.6898	8.685	5.3909	6.8131	5.2124	6.2853	7.7925	5.6154	5.8536	4.9366	7.7047	5.6356	5.98	5.7397	4.7978	6.5585	6.3397	6.9949	4.0523	8.1624	5.0389	7.4755	8.9514	7.7945	6.9673	5.7632	5.0592	4.8184	8.3164	7.5942	7.3962	6.0261	6.8366	6.9521
EA_G__CRIP2	10.8373	8.5349	10.9609	9.889	9.8807	8.4184	9.5757	11.6983	10.5287	8.4838	7.4709	9.9585	8.7795	9.9819	10.025	8.8842	10.8957	10.0144	10.4003	9.5079	9.8837	6.5594	11.1565	9.5562	9.9669	10.9026	9.354	8.7135	7.478	11.0502	10.7092	8.721	10.6665	10.0145	10.3347
EA_G__TRIP13	8.1416	9.0187	8.2321	8.6364	8.1903	8.6113	8.0736	8.1179	7.9184	8.4456	8.9683	8.1894	8.5695	8.627	8.8367	8.9072	7.4412	7.6605	7.9539	8.9576	7.3297	8.199	7.7935	7.3926	7.5408	7.639	8.0686	7.5311	9.5113	8.3058	6.3098	7.6794	8.8534	7.6143	7.189
EA_G__MMP15	7.9217	7.6876	7.633	6.5978	6.2998	5.9688	6.7659	6.4747	5.5143	5.8859	6.0667	7.4422	6.1291	5.6521	7.7299	5.374	6.7595	6.9898	6.6904	5.5691	7.2895	5.756	7.1598	6.1499	7.7124	7.7446	6.0829	7.4646	5.5759	8.6706	8.2119	6.1252	6.7275	6.9476	7.3284
EA_G__EPHA2	8.5414	9.6508	7.3461	9.4567	7.1665	8.6973	7.4528	8.0337	6.4815	6.9884	9.9389	8.3948	9.354	9.0916	8.7865	9.6476	7.7947	7.5449	6.8313	9.4881	8.1785	10.4042	6.9463	7.1418	7.4838	8.3671	8.6969	9.6151	9.4186	8.7254	8.4036	7.5725	7.0417	7.2961	6.8289
EA_G__KRT19	12.4257	11.7226	11.8694	5.3088	12.0071	11.0092	10.8661	12.4057	12.4572	5.4234	11.375	12.625	10.7132	4.9996	11.9989	5.3899	11.9541	12.1304	12.2871	4.8359	12.0948	8.5044	12.135	12.3305	11.3655	12.6503	6.0673	11.4019	5.1683	11.8464	11.3409	11.6161	12.478	11.9621	11.4901
EA_G__MT1E	6.498	9.4849	5.7194	6.1414	5.6322	5.9253	5.6252	5.0449	9.072	6.4325	9.0663	5.4068	8.7321	9.3249	6.5579	8.9377	6.4327	6.6632	7.7465	6.7555	6.4863	10.0077	5.5815	8.8289	6.81	6.8455	10.2417	9.6111	10.0519	5.9579	6.5716	9.6603	5.9662	5.5717	6.9037
EA_G__PRLR	7.9719	3.7946	9.1863	4.9871	9.5426	6.8392	7.9902	9.5253	9.6628	4.8155	3.4702	8.3946	6.1661	3.8892	6.4743	3.5713	6.7331	8.7018	9.5475	6.0702	7.3558	3.9288	10.1469	8.5814	7.4217	7.8099	3.7377	4.6704	4.4364	9.0648	6.4511	8.0691	11.1837	7.9121	8.9712
EA_G__AZGP1	10.2938	5.2477	6.3166	5.1861	7.8483	10.5743	5.8672	9.8598	5.393	10.1989	5.1734	9.9126	7.6711	4.5263	11.0381	4.8353	5.798	5.7386	6.463	4.8156	8.6593	4.9316	8.3578	10.6706	10.6377	8.0518	5.702	6.1725	5.9591	6.4786	11.3448	7.3664	9.6307	9.8486	10.4682
EA_G__RAB27B	8.5612	5.9879	9.7252	9.9569	8.8503	7.2326	6.9088	9.6875	7.5786	4.7529	6.7212	8.5582	6.7514	6.7386	8.7507	6.4168	8.1154	8.2999	9.2784	6.2771	8.7808	5.1949	9.7182	9.0257	9.2615	8.2384	5.5805	6.4372	6.374	8.4761	8.9339	8.1278	7.9657	8.0961	10.0686
EA_G__REEP6	7.3124	7.8296	8.0118	6.6815	8.2179	7.8251	7.3053	10.3249	9.2159	7.4347	7.4881	8.9474	7.5053	6.5065	6.8337	6.7464	8.4331	8.6279	8.0963	7.2691	8.1977	7.1275	9.1377	6.3806	10.0931	7.8307	7.1074	7.1343	6.4064	7.4075	9.6168	7.6949	9.7124	9.2173	9.9128
EA_G__EPN3	8.2278	8.0466	9.6436	6.3758	8.069	7.4293	7.116	8.672	8.7373	8.1351	7.9438	7.7472	7.1172	6.3093	7.9575	6.3471	8.673	8.446	7.6968	6.1877	8.7465	6.2349	9.6115	8.2606	8.6589	8.2641	6.6755	7.3269	6.6283	8.2206	7.2364	8.4764	8.7652	8.4147	8.8978
EA_G__FN1	6.6198	8.3686	4.0288	9.8478	3.7438	6.8731	6.5156	4.4044	8.4649	5.1783	6.5823	8.3059	11.3179	10.8315	7.74	12.354	8.0092	6.6245	8.6766	11.7706	7.5091	8.224	6.684	4.5648	4.8693	9.218	9.6008	10.5618	11.1685	7.1705	4.5006	7.7977	7.2817	8.5263	5.625
EA_G__UPK3B	7.8564	7.5647	7.4318	6.9711	7.063	7.0834	7.3556	7.5818	7.1388	7.131	7.5062	7.5446	7.2451	7.0813	7.7129	6.7547	8.307	7.6742	7.2838	7.0001	10.3034	6.9948	7.2937	8.7072	7.8507	8.1022	7.1958	7.9558	7.0611	7.0964	7.6465	7.987	9.0936	7.3861	7.356
EA_G__KIAA1754	6.2297	6.5357	5.8518	6.9463	5.4686	6.2887	5.9089	6.134	4.8143	5.9613	7.0933	5.6172	6.357	5.9586	6.7698	8.4302	6.1948	5.7878	5.2799	6.2668	5.807	7.5315	5.084	5.6017	5.8272	6.0504	8.4361	6.3043	7.7256	7.0121	6.5976	5.8607	5.6484	5.4141	5.5
EA_G__SLC7A8	7.6746	4.869	8.8236	5.042	10.6962	5.0441	6.3737	9.5636	7.2944	4.7488	8.4816	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	10.8003	4.7921	10.2389	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	7.0086	8.4994	8.5397	9.0232	10.533	6.8407
EA_G__FAM59A	7.7905	6.5341	7.2024	4.8712	6.68	5.9347	5.9744	7.3743	6.2539	5.5819	5.5316	5.9312	5.9031	4.8528	7.5857	5.9462	6.6224	6.0759	7.2006	4.0473	6.5938	5.419	7.0464	6.7735	6.2219	7.0846	5.2325	6.4577	5.2007	6.2579	7.22	6.1833	5.4105	6.3264	6.358
EA_G__FBP1	5.2071	4.8652	9.4178	4.6472	9.2616	4.5261	4.8	7.7114	7.8887	4.5754	5.8823	4.8183	4.6158	4.5283	7.404	4.6383	9.9041	10.3261	9.9083	4.6404	9.948	4.8766	9.9939	8.753	6.105	8.9461	4.7417	7.7847	4.8368	9.9019	7.8951	8.5676	8.2741	9.6585	9.9927
EA_G__HEG1	6.2128	9.9633	4.3598	8.3098	6.562	6.4836	5.2993	6.2301	7.5078	5.2928	5.9003	6.2066	6.0265	7.9313	7.4061	10.095	4.7841	4.9313	6.2316	9.1828	5.3043	8.3031	4.2267	6.6247	5.3676	7.0547	6.655	6.1362	8.4389	7.818	5.8099	7.466	8.0922	7.6151	4.0331
EA_G__EHF	7.9677	7.8953	8.8702	3.4608	7.0353	8.5755	9.3891	8.0012	6.4301	4.3068	9.4851	9.4367	7.3563	3.5329	8.1561	3.837	7.2835	4.963	5.5786	3.0694	8.5866	3.5169	8.217	8.8245	9.2446	7.1737	4.1825	7.2807	3.8479	8.8579	9.2408	8.1504	9.8011	8.7526	8.8216
EA_G__FJX1	5.5806	6.0986	4.9649	9.0274	6.719	9.9085	6.8217	5.9123	6.1875	9.0239	10.8651	7.6401	8.2594	7.1323	6.3296	8.4796	7.4508	5.7965	7.8509	8.9907	7.6792	8.713	6.5637	7.2206	7.9145	6.3355	8.3063	8.4438	8.6121	7.8131	7.6374	7.4963	7.972	7.0963	6.8239
EA_G__FRMD6	4.9002	6.7991	5.8569	8.4921	7.1865	7.9292	7.2846	5.8319	5.2792	4.6289	7.4696	5.7482	7.2501	8.1602	5.44	8.0414	6.187	6.0322	6.3911	8.9032	6.3751	8.4847	5.2365	6.2746	5.5398	4.9049	7.829	6.5761	8.0209	6.1144	6.2193	5.4363	4.5013	5.7171	5.2584
EA_G__TAGLN	5.7585	6.6645	6.2522	10.1516	5.6237	8.347	6.2093	5.992	6.5892	7.604	6.2202	6.2527	11.083	6.0464	6.9682	10.5177	5.7232	5.9843	5.7482	8.2972	7.7912	7.4628	5.8491	5.4102	6.8033	6.7969	6.952	6.6514	7.6329	6.71	6.3456	5.9289	6.238	6.1344	5.6886
EA_G__BCAS1	9.0168	4.7589	10.5313	4.4087	6.403	4.3423	4.4869	10.3867	6.7622	4.1964	4.6724	9.0372	4.5142	4.3656	4.3987	4.438	7.9077	7.2716	6.6171	4.3473	7.9229	4.8844	7.3564	9.719	5.6839	9.8324	4.4616	5.0177	4.8637	7.8706	7.4028	7.9093	7.3722	7.4533	8.0127
EA_G__STAC	5.967	6.944	4.4744	8.7517	4.4143	8.7019	5.2245	4.2275	4.1802	4.3895	5.9041	4.569	6.183	6.74	6.7671	7.8582	4.503	4.5206	4.5124	6.7276	4.6546	7.5021	4.3421	4.3729	4.7293	6.4295	4.531	5.9112	7.5436	4.6565	4.8691	4.9889	4.5177	4.371	4.5517
EA_G__GPR160	6.9782	5.0229	8.0657	3.3556	7.1076	4.229	4.4657	9.3959	7.726	4.058	3.7191	6.9804	4.7694	3.446	5.8982	3.5785	7.7744	7.445	7.3926	2.9737	8.141	4.3088	7.3759	8.3753	7.7969	7.1789	2.9307	3.3042	3.8572	7.0867	5.9659	8.1528	7.8124	7.3001	7.6953
EA_G__ESR1	5.949	6.0559	7.1801	5.6039	8.4071	5.601	5.7796	7.5436	9.7789	5.8332	6.1272	6.2441	5.6586	5.4846	6.0553	5.6479	8.4338	8.7397	9.4422	5.3713	6.9678	5.413	8.6907	8.0188	6.1198	5.8501	5.7046	5.9209	5.8721	5.7063	6.0028	7.9154	8.6844	8.1235	6.081
EA_G__ROR1	5.3372	7.9662	5.2175	6.5973	5.439	7.28	10.4317	4.743	5.6664	5.7236	6.7942	4.7319	7.7308	6.1285	7.9918	9.5253	5.5238	5.0728	7.0798	7.725	5.7081	9.3852	4.8051	6.7134	5.6738	5.391	5.9191	7.2763	8.7107	5.8718	6.3405	6.0622	5.2006	5.3266	4.955
EA_G__RHOV	9.7227	8.4574	8.0872	6.4486	7.6528	7.8628	8.3043	8.7399	7.3848	6.8553	7.3721	9.2953	7.7164	7.1533	10.4826	6.6712	7.3987	7.7727	6.8814	6.5363	9.1443	6.5731	6.9177	7.754	8.1173	9.6719	6.3819	8.2071	6.3571	7.415	7.5265	7.9056	8.4813	7.4151	7.846
EA_G__TMC5	6.9145	6.7603	8.3275	4.1477	4.4891	4.8611	5.9953	7.3579	4.1254	4.0837	5.6135	6.8626	4.5594	4.2029	6.964	4.1799	4.8592	5.0648	4.0745	4.0229	5.5938	4.2583	5.2922	8.1657	6.1833	6.1085	4.3188	5.4765	4.0282	7.1972	7.0375	6.6136	4.9861	5.6506	4.7505
EA_G__7A5	8.9896	8.1824	8.3314	3.2606	7.2942	7.6597	5.6095	9.2592	6.5231	3.7622	8.2988	8.9054	8.2759	4.0236	9.6757	3.4441	6.8545	7.4974	5.2953	3.1486	9.6105	4.0122	7.6718	8.5499	7.1	8.7273	3.9994	6.9247	3.9668	7.1495	9.2352	7.0569	8.1383	9.6843	7.3096
EA_G__EPB41L2	3.5196	8.5143	5.0152	7.2057	6.1864	8.2547	6.4645	7.0403	4.1389	9.0062	5.5827	4.8245	8.3567	8.2745	3.269	8.2875	4.9766	7.0896	7.6184	7.2073	4.4167	8.3392	5.3878	8.5821	5.747	3.4058	8.1063	7.0184	7.3074	6.9073	4.428	6.6847	5.489	5.5184	3.3655
EA_G__C1orf181	6.8042	6.9163	6.2983	7.5148	6.2355	7.2417	6.3709	6.8713	6.4078	7.3561	7.3965	6.9633	7.1618	9.3678	7.1704	8.0049	6.3537	5.9378	7.2237	6.9216	6.434	9.0789	6.4776	7.2327	5.7429	7.3017	8.0185	7.5216	7.3962	6.9983	7.1642	6.34	6.8331	6.3512	6.2779
EA_G__FMNL2	5.0374	5.7022	4.32	6.8369	4.8322	7.2053	7.5584	4.2885	5.597	6.4228	6.6403	6.2067	7.1766	7.6335	5.0551	6.8236	5.6056	5.0364	5.5033	6.5388	4.567	6.9875	4.9813	3.8189	4.6063	5.199	8.2269	6.307	6.8317	4.3607	6.313	5.0518	4.1588	5.4521	5.0902
EA_G__DEGS2	7.8298	7.062	10.9171	6.9738	11.1875	6.9282	7.169	7.8178	11.8243	7.0946	7.2195	9.1281	8.1767	6.9468	7.466	6.9471	8.7706	10.052	10.3736	7.0186	11.2507	7.0805	9.9454	11.6743	10.5058	8.2788	7.3888	7.2168	7.1113	10.6843	10.3998	9.5285	10.7139	10.7919	11.6494
EA_G__BMP1	6.5794	7.9687	6.0246	8.212	6.0746	7.1822	9.0463	5.4548	6.9235	6.8115	6.6383	6.5834	7.2222	7.792	7.3279	8.4422	6.9906	6.6899	6.5585	9.678	6.943	7.0429	6.1197	7.0648	6.6947	6.5005	7.0603	7.7511	7.8272	6.9575	6.411	6.4197	6.3307	6.3149	5.8934
EA_G__SACS	5.5065	5.7151	4.387	8.2338	5.5884	6.3576	7.2455	5.6008	4.9033	5.9435	6.2962	3.5737	6.839	6.8542	4.146	8.3747	5.1792	4.7755	3.6428	6.9225	3.9677	7.6452	4.2029	3.5922	4.7532	5.8038	8.5415	5.6956	7.7867	4.8587	4.2936	4.3439	4.6223	5.3828	4.3278
EA_G__MAP4K4	4.283	7.8822	6.9846	7.6195	6.5829	6.9551	7.9128	4.6415	6.9167	7.5113	7.577	5.8437	7.5774	7.9209	6.8842	8.4149	6.9634	6.292	7.0002	8.0307	6.2858	7.2345	6.2708	6.4071	4.8013	4.4212	9.5851	6.9638	7.773	6.0739	7.3778	6.2682	6.226	6.4416	6.0425
EA_G__METTL7A	6.9604	6.7362	7.0326	4.438	7.0951	4.6015	6.7344	6.5581	7.3135	5.4968	4.9351	7.305	6.3376	5.6256	7.1115	4.6054	5.9996	5.7336	7.5801	4.9239	7.1558	4.5007	8.7566	8.0203	6.7689	7.6197	4.517	6.9958	6.3483	5.7368	6.5321	8.0299	7.8142	6.044	7.2418
EA_G__SLC24A3	5.8567	4.866	7.6921	4.9069	8.2005	5.4026	8.4196	7.088	7.3408	6.854	5.1651	7.4995	5.2071	4.6949	7.2516	7.5909	6.3113	7.6462	7.4927	4.6514	6.4122	4.8684	7.4147	6.5707	7.3839	6.6887	4.7718	5.043	4.925	7.853	6.2864	7.3459	7.4011	6.4345	6.9271
EA_G__PYGL	8.3211	5.4124	4.5482	8.6049	3.8718	9.3095	3.8507	6.4332	9.2013	9.2196	8.4187	4.9662	9.6848	8.9714	6.8818	7.9592	8.0777	7.1207	6.9183	8.1479	6.5905	9.1658	4.2731	4.9804	4.6456	7.7447	9.0854	9.7038	4.1135	5.0333	4.6464	4.4254	7.2832	7.6898	3.8629
EA_G__MLPH	8.9613	8.6126	9.4537	7.2434	8.8593	6.8868	6.8657	10.2061	9.2145	6.1493	7.1993	9.408	7.7663	8.4935	7.6096	7.3314	9.3005	9.7117	9.0131	8.2664	9.9729	8.0714	10.0726	9.6628	9.7087	9.4819	6.3658	8.0179	6.4396	9.4011	9.1543	9.9994	9.2638	8.9017	10.4752
EA_G__ETS2	8.1544	7.7695	5.9882	7.6179	5.7312	9.8797	4.4996	4.4589	6.0857	8.0416	9.1314	7.524	7.3306	7.2601	7.5177	8.7817	7.6743	7.6445	5.9571	7.8418	7.4479	7.4919	6.9607	4.9855	6.1512	7.8091	9.6944	8.9333	9.2659	6.9815	7.7872	8.1139	5.8419	7.1329	6.2789
